zone,day,total_rides,cancellations,avg_fare
Zone_14,2024-02-18,1,0,36.33
Zone_31,2024-02-18,3,1,11.923333333333334
Zone_32,2024-02-18,3,0,40.59
Zone_33,2024-02-18,3,0,17.173333333333336
Zone_20,2024-02-18,3,0,17.95
Zone_21,2024-02-18,3,0,43.23
Zone_22,2024-02-18,3,0,31.163333333333334
Zone_23,2024-02-18,9,0,23.724444444444444
Zone_24,2024-02-18,3,0,33.24333333333333
Zone_34,2024-02-18,1,0,50.93
Zone_35,2024-02-18,6,1,28.068333333333328
Zone_25,2024-02-18,5,0,35.216
Zone_26,2024-02-18,4,0,38.3975
Zone_27,2024-02-18,2,0,34.91
Zone_28,2024-02-18,3,0,21.650000000000002
Zone_29,2024-02-18,4,0,24.7975
Zone_30,2024-02-18,3,0,42.83333333333333
Zone_17,2024-02-18,1,0,35.71
Zone_18,2024-02-18,1,0,46.58
Zone_19,2024-02-18,6,0,35.955
Zone_3,2024-02-18,2,0,18.235
Zone_4,2024-02-18,1,0,51.64
Zone_5,2024-02-18,2,0,24.009999999999998
Zone_15,2024-02-18,1,0,34.93
Zone_16,2024-02-18,4,0,33.89
Zone_15,2024-02-19,3,1,20.38
Zone_16,2024-02-19,2,0,50.28
Zone_17,2024-02-19,4,0,28.64
Zone_30,2024-02-19,1,0,40.89
Zone_31,2024-02-19,4,0,29.424999999999997
Zone_32,2024-02-19,3,0,26.893333333333334
Zone_33,2024-02-19,7,0,26.825714285714287
Zone_9,2024-02-19,1,0,21.51
Zone_10,2024-02-19,4,0,34.8625
Zone_11,2024-02-19,1,0,36.78
Zone_36,2024-02-19,4,0,22.4675
Zone_37,2024-02-19,1,0,46.65
Zone_38,2024-02-19,2,0,46.019999999999996
Zone_39,2024-02-19,5,0,28.86
Zone_40,2024-02-19,4,0,34.739999999999995
Zone_12,2024-02-19,2,1,24.415
Zone_13,2024-02-19,1,0,9.96
Zone_14,2024-02-19,1,1,0.0
Zone_6,2024-02-19,3,0,29.833333333333336
Zone_7,2024-02-19,2,1,15.27
Zone_8,2024-02-19,2,0,34.150000000000006
Zone_1,2024-02-19,5,1,23.628
Zone_2,2024-02-19,2,1,27.33
Zone_3,2024-02-19,6,0,36.16666666666667
Zone_4,2024-02-19,2,0,29.189999999999998
Zone_5,2024-02-19,2,0,48.41
Zone_34,2024-02-19,1,0,57.48
Zone_35,2024-02-19,4,0,44.442499999999995
Zone_20,2024-02-19,2,0,23.839999999999996
Zone_21,2024-02-19,6,2,8.305
Zone_22,2024-02-19,3,0,39.39666666666667
Zone_23,2024-02-19,2,0,52.22
Zone_24,2024-02-19,4,0,16.1125
Zone_25,2024-02-19,3,0,30.490000000000002
Zone_18,2024-02-19,2,0,18.675
Zone_19,2024-02-19,6,1,32.61833333333333
Zone_26,2024-02-19,2,0,29.005000000000003
Zone_27,2024-02-19,10,0,35.358999999999995
Zone_28,2024-02-19,5,0,37.78
Zone_29,2024-02-19,4,2,21.197499999999998
Zone_28,2024-02-20,1,0,18.69
Zone_29,2024-02-20,1,0,28.86
Zone_30,2024-02-20,4,0,33.775000000000006
Zone_6,2024-02-20,5,0,38.186
Zone_7,2024-02-20,3,0,44.096666666666664
Zone_8,2024-02-20,2,0,38.230000000000004
Zone_9,2024-02-20,3,0,49.586666666666666
Zone_10,2024-02-20,2,0,22.89
Zone_11,2024-02-20,5,2,24.368000000000002
Zone_15,2024-02-20,3,0,38.95666666666666
Zone_16,2024-02-20,2,0,36.955
Zone_31,2024-02-20,4,1,26.29
Zone_32,2024-02-20,3,1,15.29
Zone_33,2024-02-20,2,0,31.744999999999997
Zone_12,2024-02-20,2,0,48.9
Zone_13,2024-02-20,6,0,30.601666666666667
Zone_14,2024-02-20,2,0,32.075
Zone_36,2024-02-20,2,0,46.25
Zone_37,2024-02-20,2,1,10.89
Zone_38,2024-02-20,3,0,25.093333333333334
Zone_40,2024-02-20,4,0,48.135000000000005
Zone_25,2024-02-20,6,0,36.958333333333336
Zone_26,2024-02-20,5,2,17.12
Zone_27,2024-02-20,2,1,11.31
Zone_34,2024-02-20,4,0,21.615000000000002
Zone_35,2024-02-20,1,0,41.83
Zone_1,2024-02-20,4,1,14.57
Zone_2,2024-02-20,5,0,31.264
Zone_3,2024-02-20,4,0,32.15
Zone_4,2024-02-20,2,0,45.075
Zone_5,2024-02-20,3,0,29.023333333333333
Zone_17,2024-02-20,1,1,0.0
Zone_18,2024-02-20,5,0,30.9
Zone_19,2024-02-20,2,0,22.72
Zone_20,2024-02-20,6,0,37.86666666666667
Zone_21,2024-02-20,2,0,52.61
Zone_22,2024-02-20,2,0,23.924999999999997
Zone_23,2024-02-20,6,1,30.7
Zone_24,2024-02-20,6,0,36.89
Zone_23,2024-02-21,3,0,32.81666666666667
Zone_24,2024-02-21,1,0,31.83
Zone_36,2024-02-21,3,0,33.39333333333333
Zone_37,2024-02-21,4,0,33.7375
Zone_9,2024-02-21,1,0,50.89
Zone_10,2024-02-21,5,0,33.566
Zone_11,2024-02-21,2,0,46.41
Zone_28,2024-02-21,2,0,55.46
Zone_29,2024-02-21,5,0,37.986
Zone_30,2024-02-21,1,0,41.9
Zone_7,2024-02-21,6,1,26.84166666666667
Zone_12,2024-02-21,4,0,32.51
Zone_13,2024-02-21,2,1,15.06
Zone_15,2024-02-21,2,0,32.77
Zone_16,2024-02-21,2,0,53.834999999999994
Zone_17,2024-02-21,7,0,38.74857142857143
Zone_31,2024-02-21,3,1,22.246666666666666
Zone_32,2024-02-21,3,0,33.59666666666667
Zone_20,2024-02-21,3,0,28.96666666666667
Zone_21,2024-02-21,2,0,30.285000000000004
Zone_33,2024-02-21,5,0,29.394
Zone_34,2024-02-21,3,1,18.37666666666667
Zone_35,2024-02-21,4,0,31.3425
Zone_38,2024-02-21,1,0,52.21
Zone_39,2024-02-21,3,0,41.54666666666667
Zone_40,2024-02-21,7,0,31.67
Zone_25,2024-02-21,6,0,31.976666666666667
Zone_26,2024-02-21,7,0,41.06285714285714
Zone_27,2024-02-21,6,1,30.39333333333333
Zone_18,2024-02-21,3,0,23.80666666666667
Zone_19,2024-02-21,2,0,36.089999999999996
Zone_2,2024-02-21,1,0,39.96
Zone_3,2024-02-21,2,1,24.555
Zone_4,2024-02-21,2,0,31.86
Zone_5,2024-02-21,5,1,25.376
Zone_6,2024-02-21,3,0,46.483333333333334
Zone_4,2024-02-22,2,0,33.61
Zone_5,2024-02-22,1,0,50.4
Zone_6,2024-02-22,3,0,38.39
Zone_15,2024-02-22,2,1,14.725
Zone_16,2024-02-22,4,1,17.905
Zone_9,2024-02-22,3,1,28.0
Zone_10,2024-02-22,3,0,33.519999999999996
Zone_23,2024-02-22,2,0,30.805
Zone_24,2024-02-22,6,1,34.413333333333334
Zone_36,2024-02-22,4,0,27.7875
Zone_37,2024-02-22,6,1,22.04333333333333
Zone_38,2024-02-22,5,0,21.913999999999998
Zone_11,2024-02-22,1,0,15.18
Zone_12,2024-02-22,3,0,29.136666666666667
Zone_13,2024-02-22,3,0,34.303333333333335
Zone_14,2024-02-22,5,1,39.654
Zone_28,2024-02-22,3,0,26.9
Zone_29,2024-02-22,4,1,26.18
Zone_7,2024-02-22,2,0,30.39
Zone_1,2024-02-22,1,0,18.96
Zone_2,2024-02-22,3,1,35.91
Zone_3,2024-02-22,4,1,16.0625
Zone_33,2024-02-22,1,0,9.32
Zone_34,2024-02-22,3,0,42.35666666666667
Zone_35,2024-02-22,3,0,30.916666666666664
Zone_30,2024-02-22,1,0,52.97
Zone_31,2024-02-22,1,0,50.32
Zone_32,2024-02-22,5,0,38.526
Zone_19,2024-02-22,1,0,55.03
Zone_20,2024-02-22,7,1,36.01428571428571
Zone_21,2024-02-22,2,0,37.82
Zone_22,2024-02-22,4,0,35.120000000000005
Zone_17,2024-02-22,5,0,30.608
Zone_18,2024-02-22,5,0,44.208000000000006
Zone_39,2024-02-22,2,0,21.095
Zone_40,2024-02-22,2,0,48.745000000000005
Zone_26,2024-02-22,4,1,23.1375
Zone_27,2024-02-22,1,0,20.76
Zone_25,2024-02-23,3,1,29.743333333333332
Zone_26,2024-02-23,1,1,0.0
Zone_27,2024-02-23,3,0,20.613333333333333
Zone_28,2024-02-23,4,0,19.045
Zone_29,2024-02-23,5,0,35.104
Zone_9,2024-02-23,4,0,48.185
Zone_10,2024-02-23,3,0,26.936666666666667
Zone_11,2024-02-23,2,0,46.535
Zone_3,2024-02-23,2,1,27.43
Zone_4,2024-02-23,2,0,16.125
Zone_5,2024-02-23,1,0,19.1
Zone_6,2024-02-23,5,0,42.647999999999996
Zone_15,2024-02-23,4,2,9.7825
Zone_16,2024-02-23,3,0,56.60333333333333
Zone_12,2024-02-23,7,1,27.275714285714283
Zone_13,2024-02-23,4,0,30.832500000000003
Zone_14,2024-02-23,3,1,31.143333333333334
Zone_22,2024-02-23,2,0,34.425
Zone_23,2024-02-23,1,1,0.0
Zone_24,2024-02-23,3,2,11.400000000000002
Zone_36,2024-02-23,4,1,8.115
Zone_37,2024-02-23,3,0,21.633333333333333
Zone_38,2024-02-23,5,1,29.567999999999998
Zone_39,2024-02-23,2,0,58.215
Zone_40,2024-02-23,1,0,58.45
Zone_34,2024-02-23,5,0,38.62800000000001
Zone_35,2024-02-23,3,0,31.036666666666665
Zone_7,2024-02-23,8,1,29.22125
Zone_8,2024-02-23,5,1,31.17
Zone_1,2024-02-23,4,0,34.855000000000004
Zone_2,2024-02-23,3,1,27.573333333333334
Zone_17,2024-02-23,3,0,31.19
Zone_18,2024-02-23,2,0,38.144999999999996
Zone_19,2024-02-23,4,0,43.29
Zone_30,2024-02-23,4,0,28.1
Zone_31,2024-02-23,1,0,31.65
Zone_32,2024-02-23,5,0,28.654
Zone_33,2024-02-23,1,1,0.0
Zone_20,2024-02-23,2,0,30.354999999999997
Zone_21,2024-02-23,1,0,30.39
Zone_20,2024-02-24,5,1,17.026
Zone_21,2024-02-24,4,0,37.07
Zone_22,2024-02-24,4,0,32.7725
Zone_23,2024-02-24,4,0,29.1875
Zone_24,2024-02-24,2,0,40.14
Zone_9,2024-02-24,2,0,31.02
Zone_10,2024-02-24,1,0,53.19
Zone_11,2024-02-24,6,1,24.031666666666666
Zone_25,2024-02-24,4,0,34.050000000000004
Zone_26,2024-02-24,2,1,15.725
Zone_27,2024-02-24,4,1,27.2325
Zone_28,2024-02-24,3,0,33.483333333333334
Zone_29,2024-02-24,4,0,44.3425
Zone_12,2024-02-24,4,0,21.529999999999998
Zone_13,2024-02-24,2,0,13.82
Zone_14,2024-02-24,3,1,31.523333333333333
Zone_4,2024-02-24,2,0,15.13
Zone_5,2024-02-24,6,0,38.27333333333333
Zone_15,2024-02-24,2,0,29.439999999999998
Zone_16,2024-02-24,3,0,29.573333333333334
Zone_17,2024-02-24,5,2,19.76
Zone_30,2024-02-24,3,0,32.589999999999996
Zone_31,2024-02-24,4,0,29.0775
Zone_32,2024-02-24,3,0,39.75666666666667
Zone_33,2024-02-24,3,1,21.58
Zone_34,2024-02-24,3,0,42.516666666666666
Zone_35,2024-02-24,4,0,48.6225
Zone_36,2024-02-24,3,0,42.3
Zone_37,2024-02-24,1,0,27.0
Zone_38,2024-02-24,1,0,13.34
Zone_39,2024-02-24,1,0,47.2
Zone_40,2024-02-24,4,1,25.964999999999996
Zone_18,2024-02-24,2,0,36.04
Zone_19,2024-02-24,4,0,46.787499999999994
Zone_6,2024-02-24,5,0,34.758
Zone_7,2024-02-24,4,0,35.815
Zone_8,2024-02-24,4,0,21.955000000000002
Zone_1,2024-02-24,3,1,9.926666666666666
Zone_2,2024-02-24,1,0,43.41
Zone_3,2024-02-24,3,0,31.943333333333335
Zone_1,2024-02-25,3,1,16.4
Zone_2,2024-02-25,3,0,49.6
Zone_3,2024-02-25,2,0,22.785
Zone_4,2024-02-25,3,0,35.31
Zone_5,2024-02-25,2,0,23.784999999999997
Zone_9,2024-02-25,1,0,29.69
Zone_10,2024-02-25,1,0,15.65
Zone_11,2024-02-25,2,0,37.235
Zone_20,2024-02-25,4,0,37.8525
Zone_21,2024-02-25,5,0,34.61
Zone_22,2024-02-25,4,1,34.772499999999994
Zone_23,2024-02-25,7,1,35.90571428571428
Zone_24,2024-02-25,1,1,0.0
Zone_25,2024-02-25,6,0,23.91166666666667
Zone_12,2024-02-25,2,0,28.23
Zone_13,2024-02-25,2,0,45.535
Zone_14,2024-02-25,4,0,29.35
Zone_26,2024-02-25,1,0,21.05
Zone_27,2024-02-25,1,0,45.11
Zone_28,2024-02-25,3,1,21.183333333333334
Zone_29,2024-02-25,4,2,10.057500000000001
Zone_30,2024-02-25,5,1,36.449999999999996
Zone_6,2024-02-25,2,0,26.035
Zone_7,2024-02-25,5,0,31.084
Zone_8,2024-02-25,7,0,42.19857142857143
Zone_33,2024-02-25,4,0,25.375
Zone_34,2024-02-25,5,0,27.414
Zone_15,2024-02-25,2,0,25.79
Zone_16,2024-02-25,3,0,46.556666666666665
Zone_17,2024-02-25,4,0,27.6025
Zone_31,2024-02-25,5,0,34.524
Zone_32,2024-02-25,4,0,44.8975
Zone_18,2024-02-25,5,0,22.791999999999998
Zone_36,2024-02-25,3,0,35.74666666666667
Zone_37,2024-02-25,5,1,22.714
Zone_38,2024-02-25,5,1,35.888
Zone_39,2024-02-25,1,0,47.32
Zone_40,2024-02-25,3,0,47.02333333333333
Zone_39,2024-02-26,6,1,32.596666666666664
Zone_40,2024-02-26,1,0,56.11
Zone_26,2024-02-26,2,1,28.13
Zone_27,2024-02-26,2,0,23.685000000000002
Zone_9,2024-02-26,2,0,32.625
Zone_10,2024-02-26,3,0,46.766666666666666
Zone_11,2024-02-26,1,0,31.15
Zone_1,2024-02-26,3,0,28.87333333333333
Zone_2,2024-02-26,3,0,41.236666666666665
Zone_3,2024-02-26,1,0,42.98
Zone_4,2024-02-26,5,1,29.386000000000003
Zone_5,2024-02-26,3,0,35.903333333333336
Zone_12,2024-02-26,4,0,31.78
Zone_13,2024-02-26,5,0,30.828
Zone_14,2024-02-26,4,1,30.795
Zone_20,2024-02-26,3,0,37.68666666666667
Zone_21,2024-02-26,2,0,15.459999999999999
Zone_22,2024-02-26,3,0,25.776666666666667
Zone_23,2024-02-26,2,1,21.125
Zone_24,2024-02-26,3,0,30.413333333333334
Zone_25,2024-02-26,3,0,22.926666666666666
Zone_37,2024-02-26,2,1,9.535
Zone_38,2024-02-26,3,1,38.236666666666665
Zone_33,2024-02-26,1,0,8.16
Zone_34,2024-02-26,2,0,47.755
Zone_35,2024-02-26,8,1,26.259999999999998
Zone_28,2024-02-26,2,0,10.105
Zone_29,2024-02-26,4,0,39.8575
Zone_30,2024-02-26,5,1,33.802
Zone_7,2024-02-26,5,0,38.628
Zone_8,2024-02-26,1,0,47.62
Zone_17,2024-02-26,5,0,13.514
Zone_18,2024-02-26,6,0,22.294999999999998
Zone_19,2024-02-26,6,2,23.53666666666667
Zone_15,2024-02-26,1,1,0.0
Zone_16,2024-02-26,1,0,15.51
Zone_31,2024-02-26,3,0,32.4
Zone_32,2024-02-26,2,0,35.31
Zone_30,2024-02-27,4,0,31.619999999999997
Zone_31,2024-02-27,2,0,35.6
Zone_32,2024-02-27,3,1,20.83
Zone_33,2024-02-27,1,0,12.07
Zone_20,2024-02-27,3,1,37.86333333333334
Zone_21,2024-02-27,3,0,49.11666666666667
Zone_9,2024-02-27,2,1,23.64
Zone_10,2024-02-27,3,0,25.243333333333336
Zone_11,2024-02-27,3,1,12.843333333333334
Zone_39,2024-02-27,6,0,43.35
Zone_40,2024-02-27,1,0,30.4
Zone_26,2024-02-27,4,1,24.3875
Zone_27,2024-02-27,2,0,48.44
Zone_12,2024-02-27,6,0,29.138333333333332
Zone_14,2024-02-27,10,1,33.455
Zone_1,2024-02-27,5,1,27.034
Zone_2,2024-02-27,6,0,20.926666666666666
Zone_3,2024-02-27,6,0,32.971666666666664
Zone_4,2024-02-27,2,0,35.96
Zone_5,2024-02-27,5,0,34.004
Zone_15,2024-02-27,2,0,31.155
Zone_16,2024-02-27,2,0,18.13
Zone_34,2024-02-27,4,0,22.534999999999997
Zone_35,2024-02-27,3,0,25.19666666666667
Zone_22,2024-02-27,2,0,42.515
Zone_23,2024-02-27,2,0,26.5
Zone_24,2024-02-27,1,1,0.0
Zone_25,2024-02-27,4,0,26.097499999999997
Zone_36,2024-02-27,1,0,32.16
Zone_37,2024-02-27,5,0,34.23
Zone_38,2024-02-27,2,0,58.065
Zone_17,2024-02-27,4,0,17.1875
Zone_18,2024-02-27,2,0,46.545
Zone_19,2024-02-27,5,0,44.006
Zone_28,2024-02-27,5,1,34.608000000000004
Zone_29,2024-02-27,3,0,27.713333333333335
Zone_6,2024-02-27,5,2,15.531999999999998
Zone_7,2024-02-27,2,0,23.25
Zone_8,2024-02-27,5,0,26.741999999999997
Zone_6,2024-02-28,2,0,24.455
Zone_7,2024-02-28,5,1,26.837999999999997
Zone_8,2024-02-28,2,0,28.169999999999998
Zone_1,2024-02-28,2,0,46.7
Zone_2,2024-02-28,2,0,51.105000000000004
Zone_9,2024-02-28,2,0,37.03
Zone_11,2024-02-28,1,0,44.89
Zone_31,2024-02-28,2,1,10.985
Zone_32,2024-02-28,3,0,41.656666666666666
Zone_20,2024-02-28,3,1,29.433333333333334
Zone_21,2024-02-28,1,1,0.0
Zone_22,2024-02-28,5,1,34.074
Zone_12,2024-02-28,3,0,29.12
Zone_13,2024-02-28,1,1,0.0
Zone_14,2024-02-28,5,1,18.212
Zone_39,2024-02-28,2,1,22.915
Zone_40,2024-02-28,1,0,26.14
Zone_26,2024-02-28,3,2,19.973333333333336
Zone_27,2024-02-28,4,1,30.2425
Zone_28,2024-02-28,4,1,30.567500000000003
Zone_29,2024-02-28,5,2,14.98
Zone_30,2024-02-28,9,0,36.82777777777778
Zone_33,2024-02-28,3,0,34.266666666666666
Zone_34,2024-02-28,4,1,17.9725
Zone_35,2024-02-28,2,0,26.695
Zone_3,2024-02-28,1,0,41.47
Zone_4,2024-02-28,1,0,16.03
Zone_5,2024-02-28,3,0,36.483333333333334
Zone_15,2024-02-28,6,1,29.669999999999998
Zone_16,2024-02-28,3,0,25.55
Zone_17,2024-02-28,1,0,56.32
Zone_18,2024-02-28,3,1,13.110000000000001
Zone_19,2024-02-28,3,0,41.47333333333333
Zone_23,2024-02-28,1,0,29.98
Zone_24,2024-02-28,1,0,21.48
Zone_25,2024-02-28,3,0,32.69
Zone_36,2024-02-28,3,1,12.656666666666666
Zone_37,2024-02-28,4,1,30.3675
Zone_38,2024-02-28,5,0,28.895999999999997
Zone_36,2024-02-29,5,0,46.244
Zone_37,2024-02-29,6,1,25.764999999999997
Zone_38,2024-02-29,1,0,14.94
Zone_39,2024-02-29,2,0,41.59
Zone_40,2024-02-29,2,0,38.894999999999996
Zone_9,2024-02-29,8,0,30.201249999999998
Zone_10,2024-02-29,5,1,36.972
Zone_11,2024-02-29,4,0,32.73
Zone_6,2024-02-29,5,1,34.73
Zone_7,2024-02-29,3,0,30.633333333333333
Zone_8,2024-02-29,5,2,16.806
Zone_1,2024-02-29,1,0,48.34
Zone_2,2024-02-29,1,0,44.61
Zone_12,2024-02-29,2,0,34.16
Zone_13,2024-02-29,1,0,47.47
Zone_14,2024-02-29,5,1,24.046
Zone_32,2024-02-29,3,0,34.39
Zone_33,2024-02-29,2,0,11.465
Zone_20,2024-02-29,1,0,56.62
Zone_21,2024-02-29,3,0,24.936666666666667
Zone_22,2024-02-29,1,0,22.78
Zone_23,2024-02-29,4,0,18.65
Zone_24,2024-02-29,3,0,35.09
Zone_34,2024-02-29,4,0,39.585
Zone_35,2024-02-29,7,3,16.3
Zone_26,2024-02-29,5,0,47.87199999999999
Zone_27,2024-02-29,1,0,24.08
Zone_29,2024-02-29,3,0,43.71666666666667
Zone_30,2024-02-29,8,0,37.39
Zone_17,2024-02-29,3,0,38.126666666666665
Zone_18,2024-02-29,3,0,20.793333333333333
Zone_19,2024-02-29,4,0,43.4075
Zone_3,2024-02-29,2,0,15.465
Zone_4,2024-02-29,2,0,47.894999999999996
Zone_5,2024-02-29,1,0,46.5
Zone_16,2024-02-29,3,0,43.416666666666664
Zone_14,2024-03-01,1,0,47.47
Zone_15,2024-03-01,6,0,39.315
Zone_16,2024-03-01,2,0,33.364999999999995
Zone_17,2024-03-01,2,0,44.519999999999996
Zone_31,2024-03-01,4,0,23.7075
Zone_32,2024-03-01,1,0,42.48
Zone_9,2024-03-01,3,0,24.246666666666666
Zone_10,2024-03-01,6,2,18.836666666666666
Zone_11,2024-03-01,2,0,22.575
Zone_36,2024-03-01,4,1,25.11
Zone_37,2024-03-01,2,0,41.82
Zone_38,2024-03-01,2,0,27.915
Zone_40,2024-03-01,4,0,37.73
Zone_12,2024-03-01,7,0,33.41428571428572
Zone_13,2024-03-01,2,0,31.6
Zone_6,2024-03-01,1,0,25.16
Zone_7,2024-03-01,3,0,34.370000000000005
Zone_8,2024-03-01,4,0,43.105000000000004
Zone_1,2024-03-01,4,0,30.940000000000005
Zone_2,2024-03-01,6,0,29.595000000000002
Zone_3,2024-03-01,3,0,24.16
Zone_4,2024-03-01,3,0,38.97666666666667
Zone_5,2024-03-01,2,0,34.405
Zone_33,2024-03-01,6,0,31.086666666666666
Zone_34,2024-03-01,1,0,32.28
Zone_35,2024-03-01,2,0,24.35
Zone_20,2024-03-01,3,0,28.236666666666668
Zone_21,2024-03-01,2,1,10.205
Zone_22,2024-03-01,1,0,23.52
Zone_23,2024-03-01,5,0,46.129999999999995
Zone_24,2024-03-01,3,0,35.17666666666667
Zone_18,2024-03-01,1,0,40.55
Zone_19,2024-03-01,1,0,57.57
Zone_25,2024-03-01,3,0,43.330000000000005
Zone_26,2024-03-01,1,0,22.53
Zone_27,2024-03-01,2,0,44.475
Zone_28,2024-03-01,4,0,39.245
Zone_29,2024-03-01,3,0,43.91
Zone_30,2024-03-01,3,0,53.72666666666667
Zone_28,2024-03-02,4,0,12.672500000000001
Zone_29,2024-03-02,3,1,20.233333333333334
Zone_30,2024-03-02,8,0,26.471249999999998
Zone_7,2024-03-02,3,0,34.41666666666667
Zone_8,2024-03-02,3,1,15.596666666666668
Zone_9,2024-03-02,2,0,52.635000000000005
Zone_11,2024-03-02,3,0,36.653333333333336
Zone_15,2024-03-02,2,1,17.075
Zone_16,2024-03-02,4,0,33.697500000000005
Zone_31,2024-03-02,1,0,55.86
Zone_32,2024-03-02,6,1,28.415000000000003
Zone_12,2024-03-02,1,0,46.2
Zone_13,2024-03-02,2,0,31.695
Zone_14,2024-03-02,5,2,9.744
Zone_36,2024-03-02,5,1,31.247999999999998
Zone_37,2024-03-02,4,3,14.872499999999999
Zone_38,2024-03-02,6,0,49.07166666666667
Zone_39,2024-03-02,3,0,35.193333333333335
Zone_40,2024-03-02,2,0,34.605000000000004
Zone_25,2024-03-02,1,0,28.43
Zone_26,2024-03-02,2,1,24.04
Zone_27,2024-03-02,2,1,14.485
Zone_33,2024-03-02,1,0,27.48
Zone_34,2024-03-02,4,1,33.535
Zone_35,2024-03-02,9,1,36.25555555555555
Zone_1,2024-03-02,1,0,52.11
Zone_2,2024-03-02,2,0,19.985
Zone_3,2024-03-02,4,0,29.177500000000002
Zone_4,2024-03-02,2,1,25.875
Zone_5,2024-03-02,2,1,11.81
Zone_6,2024-03-02,5,2,18.34
Zone_17,2024-03-02,2,0,34.12
Zone_18,2024-03-02,5,1,30.218
Zone_19,2024-03-02,2,0,56.39
Zone_20,2024-03-02,3,0,33.736666666666665
Zone_21,2024-03-02,5,0,32.008
Zone_22,2024-03-02,2,0,31.82
Zone_23,2024-03-02,8,1,32.6325
Zone_24,2024-03-02,2,1,4.755
Zone_22,2024-03-03,3,0,42.763333333333335
Zone_23,2024-03-03,2,0,42.525
Zone_24,2024-03-03,2,0,54.364999999999995
Zone_36,2024-03-03,5,0,36.52
Zone_37,2024-03-03,3,1,27.240000000000002
Zone_38,2024-03-03,5,3,16.43
Zone_9,2024-03-03,4,1,24.3275
Zone_10,2024-03-03,1,0,54.83
Zone_11,2024-03-03,6,2,15.781666666666666
Zone_28,2024-03-03,2,1,16.215
Zone_29,2024-03-03,2,0,45.195
Zone_7,2024-03-03,5,1,32.148
Zone_8,2024-03-03,4,0,34.527499999999996
Zone_12,2024-03-03,4,1,17.275000000000002
Zone_13,2024-03-03,1,0,53.97
Zone_14,2024-03-03,4,0,40.845
Zone_15,2024-03-03,3,0,27.64
Zone_16,2024-03-03,6,0,30.90166666666667
Zone_17,2024-03-03,3,0,25.76
Zone_30,2024-03-03,3,0,13.333333333333332
Zone_31,2024-03-03,4,1,29.3675
Zone_32,2024-03-03,5,0,34.57599999999999
Zone_33,2024-03-03,2,0,28.314999999999998
Zone_20,2024-03-03,2,0,31.619999999999997
Zone_21,2024-03-03,3,1,35.660000000000004
Zone_34,2024-03-03,2,0,40.925
Zone_35,2024-03-03,2,1,5.625
Zone_39,2024-03-03,4,1,25.877499999999998
Zone_40,2024-03-03,3,0,35.873333333333335
Zone_25,2024-03-03,3,0,16.42
Zone_26,2024-03-03,5,1,20.868000000000002
Zone_27,2024-03-03,3,0,41.333333333333336
Zone_18,2024-03-03,3,2,6.02
Zone_19,2024-03-03,1,0,33.36
Zone_1,2024-03-03,2,1,6.7
Zone_2,2024-03-03,1,0,40.63
Zone_3,2024-03-03,7,0,41.72142857142857
Zone_4,2024-03-03,4,0,45.0025
Zone_5,2024-03-03,2,0,35.769999999999996
Zone_6,2024-03-03,3,0,42.99333333333333
Zone_4,2024-03-04,2,0,24.779999999999998
Zone_5,2024-03-04,2,0,34.995
Zone_14,2024-03-04,6,1,22.15
Zone_15,2024-03-04,4,0,38.567499999999995
Zone_16,2024-03-04,3,0,23.60666666666667
Zone_9,2024-03-04,5,0,30.406
Zone_10,2024-03-04,1,0,57.68
Zone_11,2024-03-04,2,0,32.63
Zone_22,2024-03-04,1,0,21.17
Zone_23,2024-03-04,5,0,31.482
Zone_24,2024-03-04,4,0,28.7925
Zone_25,2024-03-04,3,1,7.316666666666667
Zone_36,2024-03-04,1,0,43.01
Zone_37,2024-03-04,3,0,37.63333333333333
Zone_38,2024-03-04,3,0,30.386666666666667
Zone_12,2024-03-04,1,0,42.38
Zone_13,2024-03-04,3,1,14.156666666666666
Zone_28,2024-03-04,4,0,36.72
Zone_30,2024-03-04,2,0,44.269999999999996
Zone_6,2024-03-04,3,0,32.95666666666666
Zone_7,2024-03-04,5,0,35.742000000000004
Zone_8,2024-03-04,2,1,28.305
Zone_1,2024-03-04,1,0,32.81
Zone_2,2024-03-04,4,0,42.5775
Zone_3,2024-03-04,1,0,24.95
Zone_34,2024-03-04,2,1,13.955
Zone_35,2024-03-04,4,0,25.342499999999998
Zone_31,2024-03-04,4,1,28.3025
Zone_32,2024-03-04,2,0,28.705
Zone_33,2024-03-04,3,0,17.823333333333334
Zone_20,2024-03-04,2,0,49.03
Zone_21,2024-03-04,2,0,37.230000000000004
Zone_17,2024-03-04,3,0,35.39333333333334
Zone_18,2024-03-04,2,0,31.46
Zone_19,2024-03-04,4,0,34.9075
Zone_39,2024-03-04,5,0,27.578000000000003
Zone_40,2024-03-04,1,1,0.0
Zone_26,2024-03-04,3,0,32.04666666666667
Zone_27,2024-03-04,6,1,33.015
Zone_26,2024-03-05,2,1,21.62
Zone_27,2024-03-05,5,0,46.072
Zone_28,2024-03-05,5,0,26.490000000000002
Zone_29,2024-03-05,6,1,21.171666666666667
Zone_9,2024-03-05,4,0,23.342499999999998
Zone_10,2024-03-05,3,1,22.68
Zone_4,2024-03-05,5,0,34.564
Zone_5,2024-03-05,5,1,29.486
Zone_6,2024-03-05,3,0,38.14666666666666
Zone_14,2024-03-05,2,0,24.905
Zone_15,2024-03-05,4,0,25.384999999999998
Zone_16,2024-03-05,4,0,37.294999999999995
